AccessionNumber,ExpeditionKeyword,GlobalID,Taxon,Date,CollectorName,CollectionNumber,OtherCollectors,Provenance,DescriptionOfSpecies,MaterialType,SampledPopulationSize,SampledAreaWidth,SampledAreaLength,SampledAreaUnit,NumberofIndividualsSampled,NumberofSamplesPerIndividual,SamplingMethod,NumberofVouchers,NumberofDNASpecimens,AssociatedSpecies,Country,StateProvince,CountyDistrict,CollectionLocality,LocationDetails,DDLatitude,DDLongitude,GPSAccuracy,Altitude,AltitudeUnit,GeocodeMethod,PropertyOwnershipType,PropertyContactInfo,HabitatGroup,Habitat,SoilTexture,Slope,Exposure,Aspect,PhenologyofPopulation,NotesonHabitatorSoil,OtherCollectionInformation,MotherPlantNum
2021-2147,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,30-Oct-21,David Gunn,119,"Jared Chauncey, Cassandra Van Huss",Wild,"Multi-stem, 20'",Seed,Nov-50,50,50,feet,1,1,Maternal Lines,0,,"Yucca, Ilex, Pinus, Juniperus, Callicarpa",United States,Louisiana,Caddo Parish,Caddo Black Bayou,North side of Standard Oil Rd,32.99099,-94.01818,,38,Meters,GPS,,Caddo Black Bayou TNC-Dan Webb,"Constructed, industrial and other artificial habitats",,,0,Full sun,,,"Pipeline clearing on edge of woodland.  Mowed, sprayed, disturbed.",,840-2021-0007
2021-2149,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,30-Oct-21,David Gunn,121,"Jared Chauncey, Cassandra Van Huss",Wild,"Multi-stem, 35' upright",Seed,Nov-50,50,50,feet,1,4,Maternal Lines,3,1,"Yucca, Ilex, Pinus, Juniperus, Callicarpa",United States,Louisiana,Caddo Parish,Caddo Black Bayou,"West of Standard Oil Rd, edge of mowed path",32.99102,-94.01688,,38,Meters,GPS,The Nature Conservancy,Caddo Black Bayou TNC-Dan Webb,Habitat complexes,,,0,Full sun,,,"Pipeline clearing on edge of woodland.  Mowed, sprayed, disturbed",126 acorns collected from the ground.  Collected acorns from ground around Gunn126,
2021-2150,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,30-Oct-21,David Gunn,122,"Jared Chauncey, Cassandra Van Huss",Wild,"Multi-stem, 25'",Seed,Nov-50,50,50,feet,1,5,Maternal Lines,3,1,"Yucca, Ilex, Pinus, Juniperus, Callicarpa",United States,Louisiana,Caddo Parish,Caddo Black Bayou,"West of Standard Oil Rd, edge of mowed path",32.99099,-94.01617,,38,Meters,GPS,The Nature Conservancy,Caddo Black Bayou TNC-Dan Webb,Habitat complexes,,,0,Full sun,,,"Pipeline clearing on edge of woodland.  Mowed, sprayed, disturbed",126 acorns collected from the ground.  Collected acorns from ground around Gunn126,
2021-2151,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,30-Oct-21,David Gunn,123,"Jared Chauncey, Cassandra Van Huss",Wild,"Multi-stem, 15', leans toward dirt road",Seed,Nov-50,50,50,feet,1,1,Maternal Lines,3,1,"Yucca, Ilex, Pinus, Juniperus, Callicarpa",United States,Louisiana,Caddo Parish,Caddo Black Bayou,East side of Standard Oil Rd,32.99152,-94.01577,,39,Meters,GPS,,Caddo Black Bayou TNC-Dan Webb,"Constructed, industrial and other artificial habitats",,,0,Full sun,,,"Pipeline clearing on edge of woodland.  Mowed, sprayed, disturbed.",,
2021-2152,Arkansas Louisiana Mississippi Fall 2021,,Quercus × comptoniae,28-Oct-21,David Gunn,124,"Jared Chauncey, Cassandra Van Huss",Cultivated,"Large excurrent specimen, showing characteristic traits of Q. lyrata and Q. virginiana",Seed,10-Jan,100,100,feet,1,7,Maternal Lines,0,0,Cynodon dactylon,United States,Louisiana,Union Parish,Nathan Futch property (front yard of main house),Front yard of main house,32.8964,-92.36956,,,,GeoLocate,Private,Nathan Futch 318-548-7962,Habitat complexes,,,0,Full sun,,,"Residential/agricultural front yard.  Disturbed, compacted",collected from cultivated tree,
2021-2153,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,1-Nov-21,David Gunn,125,"Jared Chauncey, Cassandra Van Huss",Wild,"Single stem, with strong lean to ground-likely past storm damage",Seed,10-Jan,50,50,feet,1,5,Maternal Lines,3,1,"Liquidambar, Pinus",United States,Arkansas,Hempstead,Arkansas Natural Heritage Commision,"north of 35, 100 yds down from Gunn 126",33.73726,-93.86207,,39,Meters,GPS,,Arkansas Natural Heritage Commission,"Woodland, forest and other wooded land",,,0,Shade,,,"Old service road, disturbed, compacted",,
2021-2154,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,1-Nov-21,David Gunn,126,"Jared Chauncey, Cassandra Van Huss",Wild,Multi-stem,Seed,10-Jan,50,50,feet,1,58,Maternal Lines,3,1,"Liquidambar, Pinus",United States,Arkansas,Hempstead,Arkansas Natural Heritage Commision,North of 35 (dirt road) old shack 20 yds north of specimen,33.73685,-93.8604,,39,Meters,GPS,,Arkansas Natural Heritage Commission,"Woodland, forest and other wooded land",,,0,Shade,,,"Old service road, disturbed, compacted",,
2021-2155,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,1-Nov-21,David Gunn,127,"Jared Chauncey, Cassandra Van Huss",Wild,Bulk from area around Gunn 126,Seed,10-Jan,50,50,feet,10,,Bulk,,,"Liquidambar, Pinus",United States,Arkansas,Hempstead,Arkansas Natural Heritage Commision,North of 35 (dirt road) old shack 20 yds north of specimens,33.7368,-93.8604,,,,GPS,,Arkansas Natural Heritage Commission,"Woodland, forest and other wooded land",,,0,Shade,,,"Old service road, disturbed, compacted",126 acorns collected from the ground.  Collected acorns from ground around Gunn126,
2021-2156,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,1-Nov-21,David Gunn,128,"Jared Chauncey, Cassandra Van Huss",Wild,"Single stem, 35'",Seed,10-Jan,50,50,feet,1,8,Maternal Lines,3,1,"Liquidambar, Pinus",United States,Arkansas,Hempstead,Arkansas Natural Heritage Commision,"North of 35, on orth side of ANHC service road",33.73705,-93.86183,,88,Meters,GPS,,Arkansas Natural Heritage Commission,"Woodland, forest and other wooded land",,,0,Shade,,,"Old service road, disturbed, compacted",,
2021-2157,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,2-Nov-21,David Gunn,129,"Jared Chauncey, Cassandra Van Huss",Wild,"25', leaning toward mowed path",Seed,51-100,50,50,feet,1,8,Maternal Lines,3,1,"Sassafras, Rhamnus, Callicarpa",United States,Arkansas,Hempstead,Arkansas Game & Fish-Joshua Harris 870-723-3638,Hope Upland WMA-along private property fence line,33.76944,-93.64815,,103,Meters,GPS,State,Arkansas Game & Fish Commision-Joshua Harris 870-723-3638,"Woodland, forest and other wooded land",,,0,Full sun,,,"Slightly disturbed, along single-track and property fence",,
2021-2158,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,2-Nov-21,David Gunn,130,"Jared Chauncey, Cassandra Van Huss",Wild,"50' healthy specimen, 12-14"" DBH",Seed,51-100,50,50,feet,1,85,Maternal Lines,3,1,"Sassafras, Rhamnus, Callicarpa",United States,Arkansas,Hempstead,Arkansas Game & Fish-Joshua Harris 870-723-3638,"On private property, leaning over fence onto Hope Upland WMA",33.76862,-93.64829,,107,Meters,GPS,State,Arkansas Game & Fish Commision-Joshua Harris 870-723-3638,"Woodland, forest and other wooded land",,,0,Full sun,,,"Slightly disturbed, along single-track and property fence",,
2021-2159,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,2-Nov-21,David Gunn,131,"Jared Chauncey, Cassandra Van Huss",Wild,"Double leader. one leaning over WMA property, the other upright, 50'",Seed,51-100,50,50,feet,1,9,Maternal Lines,3,1,"Sassafras, Rhamnus, Callicarpa",United States,Arkansas,Hempstead,Arkansas Game & Fish-Joshua Harris 870-723-3638,Hope Upland WMA,33.76846,-93.64827,,101,Meters,GPS,State,Arkansas Game & Fish Commision-Joshua Harris 870-723-3638,"Woodland, forest and other wooded land",,,0,Full sun,,,"Slightly disturbed, along single-track and property fence",,
2021-2160,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,2-Nov-21,David Gunn,132,"Jared Chauncey, Cassandra Van Huss",Wild,60' strong leader; powdery mildew on underside of leaves (unusual),Seed,51-100,50,50,feet,1,16,Maternal Lines,3,1,"Sassafras, Rhamnus, Callicarpa",United States,Arkansas,Hempstead,Arkansas Game & Fish-Joshua Harris 870-723-3638,"On property line of WMA, used as boundary line/fence post",33.76776,-93.6483,,103,Meters,GPS,State,Arkansas Game & Fish Commision-Joshua Harris 870-723-3638,"Woodland, forest and other wooded land",,,0,Full sun,,,"Slightly disturbed, along single-track and property fence",,
2021-2161,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,2-Nov-21,David Gunn,133,"Jared Chauncey, Cassandra Van Huss",Wild,Larger specimen,Seed,51-100,50,50,feet,1,172,Maternal Lines,3,1,"Sassafras, Rhamnus, Callicarpa",United States,Arkansas,Hempstead,Private Property-Dave Bramlett,"Dave Bramlett property-east of, and bordering Hope Upland WMA",33.76947,-93.6488,2,110,Meters,GPS,Private,Dave Bramlett 870-703-5792,"Woodland, forest and other wooded land",,,0,Semi shade,,,Wooded residential.  undulating land-mostly flat.  Slightly disturbed.,,
2021-2162,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,2-Nov-21,David Gunn,134,"Jared Chauncey, Cassandra Van Huss",Wild,"Double trunk, next to Gunn 133",Seed,51-100,50,50,feet,1,153,Maternal Lines,3,1,"Sassafras, Rhamnus, Callicarpa",United States,Arkansas,Hempstead,Private Property-Dave Bramlett,"Dave Bramlett property-east of, and bordering Hope Upland WMA",33.76951,-93.64893,4,107,Meters,GPS,Private,Dave Bramlett 870-703-5792,"Woodland, forest and other wooded land",,,0,Semi shade,,,Wooded residential.  undulating land-mostly flat.  Slightly disturbed.,,
2021-2163,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,2-Nov-21,David Gunn,135,"Jared Chauncey, Cassandra Van Huss",Wild,"Large specimen, 2.5' DBH",Seed,51-100,50,50,feet,1,11,Maternal Lines,3,1,"Sassafras, Rhamnus, Callicarpa",United States,Arkansas,Hempstead,Private Property-Dave Bramlett,"Dave Bramlett property-east of, and bordering Hope Upland WMA",33.76951,-93.64831,4,105,Meters,GPS,Private,Dave Bramlett 870-703-5792,"Woodland, forest and other wooded land",,,0,Semi shade,,,Wooded residential.  undulating land-mostly flat.  Slightly disturbed.,,
2021-2164,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,2-Nov-21,David Gunn,136,"Jared Chauncey, Cassandra Van Huss",Wild,Smaller specimen,Seed,51-100,50,50,feet,1,16,Maternal Lines,3,1,"Sassafras, Rhamnus, Callicarpa",United States,Arkansas,Hempstead,Private Property-Dave Bramlett,"Dave Bramlett property-east of, and bordering Hope Upland WMA",33.76945,-93.64848,4,105,Meters,GPS,Private,Dave Bramlett 870-703-5792,"Woodland, forest and other wooded land",,,0,Semi shade,,,Wooded residential.  undulating land-mostly flat.  Slightly disturbed.,,
2021-2165,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,2-Nov-21,David Gunn,137,"Jared Chauncey, Cassandra Van Huss",Wild,"60' tall, 32-36"" DBH, big tree",Seed,51-100,50,50,feet,1,118,Maternal Lines,3,1,"Sassafras, Rhamnus, Callicarpa",United States,Arkansas,Hempstead,Private Property-Dave Bramlett,"Dave Bramlett property-east of, and bordering Hope Upland WMA",33.76896,-93.64891,3,108,Meters,GPS,Private,Dave Bramlett 870-703-5792,"Woodland, forest and other wooded land",,,0,Semi shade,,,Wooded residential.  undulating land-mostly flat.  Slightly disturbed.,,
2021-2166,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,2-Nov-21,David Gunn,138,"Jared Chauncey, Cassandra Van Huss",Wild,"Mid-canopy oak, double leader",Seed,Nov-50,50,50,feet,1,9,Maternal Lines,0,0,"Aesculus pavia, Pinus taeda, Ilex opaca, Opuntia, Aralia spinosa",United States,Arkansas,Nevada,Arkansas Oak Natural Area,Along path starting from AONA sign-blue flaggin tape on lower limb,33.65819,-93.17102,3,82,Meters,GPS,State,Arkansas Natural Heritage Commission,"Woodland, forest and other wooded land",,,0,Semi shade,,,Sandy soil typical of oak/pine savannah.,same tree as Gunn 72,840-2021-0001
2021-2167,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,2-Nov-21,David Gunn,139,"Jared Chauncey, Cassandra Van Huss",Wild,"40' tall, strong, central leader",Seed,10-Jan,50,50,feet,1,13,Maternal Lines,3,1,"Pinus, Monarda, Vitus, Gelsimium",United States,Arkansas,Nevada,Arkansas Oak Natural Area,"West of 47 on berm of gravel road, 10 yards from sign",33.65793,-93.17241,3,82,Meters,GPS,State,Arkansas Natural Heritage Commission,"Woodland, forest and other wooded land",,,0,Semi shade,,,Sandy soil typical of oak/pine savannah.,same tree as Gunn 72,
2021-2168,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,2-Nov-21,David Gunn,140,"Jared Chauncey, Cassandra Van Huss",Wild,"Co-dominant leader, 50'",Seed,10-Jan,50,50,feet,1,33,Maternal Lines,3,1,"Pinus, Monarda, Vitus, Gelsimium",United States,Arkansas,Nevada,Arkansas Oak Natural Area,10 yds from Gunn 139,33.65779,-93.17231,3,82,Meters,GPS,State,Arkansas Natural Heritage Commission,"Woodland, forest and other wooded land",,,0,Semi shade,,,Sandy soil typical of oak/pine savannah.,same tree as Gunn 72,
2021-2169,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,2-Nov-21,David Gunn,141,"Jared Chauncey, Cassandra Van Huss",Wild,"Q. arkansana typical, 30' tall",Seed,Nov-50,50,50,feet,1,33,Maternal Lines,0,1,"Pinus, Vaccinium, Prunus, Vitis",United States,Arkansas,Nevada,Arkansas Oak Natural Area,"Outside of fence, on south side, about halfway down the fence",33.67945,-93.16628,3,97,Meters,GPS,Other,Ebenezer Church,"Woodland, forest and other wooded land",,,0,Semi shade,,,Sandy soil typical of oak/pine savannah.,same tree as Gunn 74,840-2021-0002
2021-2170,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,2-Nov-21,David Gunn,142,"Jared Chauncey, Cassandra Van Huss",Wild,"Road side, good, strong central leader",Seed,51-100,50,50,feet,1,80,Maternal Lines,0,0,"Pinus, Vaccinium, Prunus, Vitis",United States,Arkansas,Nevada,Arkansas Oak Natural Area,"Across road from house (Ranger Station?), on other side of 387",33.6862,-93.11632,3,79,Meters,GPS,Other,ANHC,"Woodland, forest and other wooded land",,,0,Semi shade,,,"Roadside, disturbed, forest edge, drainage ditch",same tree as Gunn 75,840-2021-0003
2021-2171,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,2-Nov-21,David Gunn,143,"Jared Chauncey, Cassandra Van Huss",Wild,"30-35', single leader",Seed,51-100,50,50,feet,1,14,Maternal Lines,3,1,"Pinus taeda, Liquidambar, Quercu falcata, Carex sp.",United States,Arkansas,Nevada,Arkansas Oak Natural Area,On boundry line between White Oak Lake SP and Arkansas WMA,33.68607,-93.11569,5,55,Meters,GPS,State,White Oak Lake SP,"Woodland, forest and other wooded land",,,0,Semi shade,,,"Roadside, disturbed, forest edge, drainage ditch",,
2021-2172,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,2-Nov-21,David Gunn,144,"Jared Chauncey, Cassandra Van Huss",Wild,"15', single leader, top broken off",Seed,51-100,50,50,feet,1,16,Maternal Lines,3,1,"Pinus taeda, Liquidambar, Quercu falcata, Carex sp.",United States,Arkansas,Ouachita,White Oak Lake State Park,White Oak Lake SP,33.70817,-93.08442,4,55,Meters,GPS,State,White Oak Lake SP,"Woodland, forest and other wooded land",,,0,Semi shade,,,"Roadside, disturbed, forest edge, drainage ditch",,
2021-2173,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,3-Nov-21,David Gunn,145,"Jared Chauncey, Cassandra Van Huss",Wild,Arkansas State Champion-complete data on Arkansas Dept of Ag website,Seed,Nov-50,50,50,feet,1,2,Maternal Lines,0,0,Agricultural field,United States,Arkansas,Hempstead,Private Property,"Along gravel road, Hempstead 19, just inside double gate",33.78853,-93.64414,4,55,Meters,GPS,State,"Private property-unable to reach owner, contact Kieth Stock with ANHC 501-804-0283",Habitat complexes,,,0,Full sun,,,Agricultural field.  Sandy soil typical of oak/pine savannah.  Collected to viable acorns from the ground outside the fence,,
2021-2174,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,4-Nov-21,David Gunn,146,"Jared Chauncey, Cassandra Van Huss",Wild,"Small tree, single leader",Seed,Nov-50,50,50,feet,1,11,Maternal Lines,0,0,"Pinus, Ilex, Monarda, Pteridium aquilinum",United States,Arkansas,Ouachita,Poison Springs WMA,"Down small trail, off of logging road, on left side",33.71116,-92.99714,,75,Meters,GPS,,ANHC,"Woodland, forest and other wooded land",Coniferous woodland,,10,Full sun,,,"Pine plantation, recently harvested.  Sandy soil typical of oak/pine savannah.",,840-2021-0004
2021-2175,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,4-Nov-21,David Gunn,147,"Jared Chauncey, Cassandra Van Huss",Wild,,Seed,,50,50,feet,,,Maternal Lines,3,1,"Pinus, Ilex, Monarda, Pteridium aquilinum",United States,Arkansas,Ouachita,Poison Springs WMA,North on blue diamond trail from parking area,33.71162,-92.99704,2,48,Meters,GPS,,ANHC,"Woodland, forest and other wooded land",Coniferous woodland,,10,Full sun,,,"Pine plantation, recently harvested.  Sandy soil typical of oak/pine savannah.",,
2021-2176,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,4-Nov-21,David Gunn,148,"Jared Chauncey, Cassandra Van Huss",Wild,,Seed,,50,50,feet,,,Maternal Lines,3,1,"Pinus, Ilex, Monarda, Pteridium aquilinum",United States,Arkansas,Ouachita,Poison Springs WMA,,33.71173,-92.99681,4,55,Meters,GPS,,ANHC,"Woodland, forest and other wooded land",Coniferous woodland,,10,Full sun,,,"Pine plantation, recently harvested.  Sandy soil typical of oak/pine savannah.",,
2021-2181,2021 Collections Development MO,,Clematis fremontii,22-Oct-21,"Fietz, Joshua",,,Wild,,Seed,Nov-50,,,,,,Bulk,,,"Echinacea simulate, Aristida longespica, Liatris cylindracea",United States,Missouri,Franklin,SNR- Crescent glade,"North of path and sitting bench, facing glade overlook with view finder.",,,,,,,Non-Profit Protected,,"Grasslands and lands dominated by forbs, mosses or lichens",Dry grasslands,,,Full sun,,,Area subject to prescribed burning- unsure of frequency.,,
2021-2182,2021 Collections Development MO,,Humulus lupulus,8-Oct-21,"Fietz, Joshua",,,Wild,,Seed,10-Jan,,,,,,Bulk,,,"Wild blackberry, smooth sumac",United States,Missouri,Franklin,SNR- Crawfish flats,North side of trail house loop rd. Near an eastern bluebird structure.,,,,,,,Non-Profit Protected,,"Grasslands and lands dominated by forbs, mosses or lichens",Woodland fringes and clearings and tall forb stands,,,Full sun,,,Area is subject to prescribed burning-unsure of frequency.,,
2021-2329,Arkansas Louisiana Mississippi Fall 2021,,Sarracenia alata,27-Oct-21,"Chauncey, Jared",161,"David Gunn, Cassandra Van Huss",Wild,"Rhizomatous perennial pitcher plants to 2'. Rusty red pitchers green at base, some yellow green with red stripes in the throat. Flower green and burgundy. good seed set.",Seed,101-500,800,60,feet,40,1,Bulk,2,0,"Sarracenia alata, Lycopodiella sp., Myrica sp., Rhexia sp., Aletris sp., Eriocaulon decangulare, Triantha racemosa, Helianthus heterophyllus, Lobelia sp.",United States,Mississippi,Greene,"State line, MS",NW side of road (MS 42),31.42562,-88.4922,2,37,Meters,GPS,Other,road right of way,"Mires, bogs and fens",,,0,Full sun,,,"bog/wetland, constructed (roadside), woodland","Good quality, appropriate for seed bank. Visual estimate 2000 seeds.",
2021-2330,Arkansas Louisiana Mississippi Fall 2021,,Eriocaulon decangulare,27-Oct-21,"Chauncey, Jared",162,"David Gunn, Cassandra Van Huss",Wild,"Offer for prop, seed bank the rest.",Seed,101-500,80,60,feet,25,,Bulk,1,,"Sarracenia alata, Lycopodiella sp., Myrica sp., Rhexia sp., Aletris sp., Eriocaulon decangulare, Triantha racemosa, Helianthus heterophyllus, Lobelia sp.",United States,Mississippi,Greene,"State line, MS",NW side of road (MS 42),31.42569,-88.4921,2,36,Meters,GPS,Other,road right of way.,"Mires, bogs and fens",,,0,Full sun,,,"bog/wetland, constructed (roadside), woodland","Too small to be xrayed, appriopriate for seed bank. Visual estimate several thousand.",
